Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
2745,LR1PM.V,ALARKP3107240095.00IYF0000.05NA ,ALARK,P,95.0,2024-07-31,0.05,F_ALARK0724,IYF,2024-07-26,0.04,103.98,0.8,15.29
2746,LR1PN.V,ALARKP2908240130.00IYF0000.05NA ,ALARK,P,130.0,2024-08-29,0.05,F_ALARK0824,IYF,2024-07-26,1.17,108.38,23.4,15.93
2747,LR1PO.V,ALARKP2908240110.00IYF0000.05NA ,ALARK,P,110.0,2024-08-29,0.05,F_ALARK0824,IYF,2024-07-26,0.44,108.38,8.8,15.93
2748,LR1PP.V,ALARKP2908240100.00IYF0000.05NA ,ALARK,P,100.0,2024-08-29,0.05,F_ALARK0824,IYF,2024-07-26,0.0,108.38,0.0,15.93
2749,LR1PQ.V,ALARKP2908240089.00IYF0000.05NA ,ALARK,P,89.0,2024-08-29,0.05,F_ALARK0824,IYF,2024-07-26,0.0,108.38,0.0,15.93
2750,LR1PR.V,ALARKP3009240115.00IYF0000.05NA ,ALARK,P,115.0,2024-09-30,0.05,F_ALARK0924,IYF,2024-07-26,0.56,114.13,11.2,16.78
2751,LR1PS.V,ALARKP3009240100.00IYF0000.05NA ,ALARK,P,100.0,2024-09-30,0.05,F_ALARK0924,IYF,2024-07-26,0.24,114.13,4.8,16.78
2752,LR1PT.V,ALARKP3009240088.00IYF0000.05NA ,ALARK,P,88.0,2024-09-30,0.05,F_ALARK0924,IYF,2024-07-26,0.0,114.13,0.0,16.78
2753,LR1PU.V,ALARKP3009240078.00IYF0000.05NA ,ALARK,P,78.0,2024-09-30,0.05,F_ALARK0924,IYF,2024-07-26,0.0,114.13,0.0,16.78
2754,LRAAZ.V,ALARKC3107240175.00AKM0000.04NA ,ALARK,C,175.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2755,LRABA.V,ALARKC3107240158.00AKM0000.04NA ,ALARK,C,158.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.05,103.98,1.25,15.29
2756,LRABB.V,ALARKC3107240142.00AKM0000.04NA ,ALARK,C,142.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2757,LRABC.V,ALARKC3107240130.00AKM0000.04NA ,ALARK,C,130.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2758,LRABD.V,ALARKC3107240120.00AKM0000.04NA ,ALARK,C,120.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2759,LRABE.V,ALARKC2908240180.00AKM0000.04NA ,ALARK,C,180.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2760,LRABF.V,ALARKC2908240155.00AKM0000.04NA ,ALARK,C,155.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2761,LRABG.V,ALARKC2908240140.00AKM0000.04NA ,ALARK,C,140.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2762,LRABH.V,ALARKC2908240125.00AKM0000.04NA ,ALARK,C,125.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.09,108.38,2.25,15.93
2763,LRABI.V,ALARKC2908240115.00AKM0000.04NA ,ALARK,C,115.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.18,108.38,4.5,15.93
2764,LRABJ.V,ALARKC3009240175.00AKM0000.04NA ,ALARK,C,175.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2765,LRABK.V,ALARKC3009240155.00AKM0000.04NA ,ALARK,C,155.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.09,114.13,2.25,16.78
2766,LRABL.V,ALARKC3009240135.00AKM0000.04NA ,ALARK,C,135.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2767,LRABM.V,ALARKC3009240120.00AKM0000.04NA ,ALARK,C,120.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.29,114.13,7.25,16.78
2768,LRABN.V,ALARKC3009240110.00AKM0000.04NA ,ALARK,C,110.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.47,114.13,11.75,16.78
2769,LRAPZ.V,ALARKP3107240080.00AKM0000.04NA ,ALARK,P,80.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2770,LRAQA.V,ALARKP3107240095.00AKM0000.04NA ,ALARK,P,95.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2771,LRAQB.V,ALARKP3107240105.00AKM0000.04NA ,ALARK,P,105.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2772,LRAQC.V,ALARKP3107240115.00AKM0000.04NA ,ALARK,P,115.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2773,LRAQD.V,ALARKP3107240122.00AKM0000.04NA ,ALARK,P,122.0,2024-07-31,0.04,F_ALARK0724,AKM,2024-07-26,0.0,103.98,0.0,15.29
2774,LRAQE.V,ALARKP2908240085.00AKM0000.04NA ,ALARK,P,85.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2775,LRAQF.V,ALARKP2908240093.00AKM0000.04NA ,ALARK,P,93.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2776,LRAQG.V,ALARKP2908240100.00AKM0000.04NA ,ALARK,P,100.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2777,LRAQH.V,ALARKP2908240110.00AKM0000.04NA ,ALARK,P,110.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2778,LRAQI.V,ALARKP2908240120.00AKM0000.04NA ,ALARK,P,120.0,2024-08-29,0.04,F_ALARK0824,AKM,2024-07-26,0.0,108.38,0.0,15.93
2779,LRAQJ.V,ALARKP3009240080.00AKM0000.04NA ,ALARK,P,80.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2780,LRAQK.V,ALARKP3009240095.00AKM0000.04NA ,ALARK,P,95.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2781,LRAQL.V,ALARKP3009240100.00AKM0000.04NA ,ALARK,P,100.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2782,LRAQM.V,ALARKP3009240105.00AKM0000.04NA ,ALARK,P,105.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2783,LRAQN.V,ALARKP3009240110.00AKM0000.04NA ,ALARK,P,110.0,2024-09-30,0.04,F_ALARK0924,AKM,2024-07-26,0.0,114.13,0.0,16.78
2784,LRBAA.V,ALARKC3009240120.00BNP0000.05NA ,ALARK,C,120.0,2024-09-30,0.05,F_ALARK0924,BNP,2024-07-26,0.0,114.13,0.0,16.78
2785,LRBAB.V,ALARKC3009240130.00BNP0000.05NA ,ALARK,C,130.0,2024-09-30,0.05,F_ALARK0924,BNP,2024-07-26,0.0,114.13,0.0,16.78
2786,LRIAU.V,ALARKC3107240120.00IYM0000.05NA ,ALARK,C,120.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.01,103.98,0.2,15.29
2787,LRIAV.V,ALARKC3107240130.00IYM0000.05NA ,ALARK,C,130.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.0,103.98,0.0,15.29
2788,LRIAW.V,ALARKC3107240140.00IYM0000.05NA ,ALARK,C,140.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.01,103.98,0.2,15.29
2789,LRIAX.V,ALARKC3107240170.00IYM0000.05NA ,ALARK,C,170.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.01,103.98,0.2,15.29
2790,LRIAY.V,ALARKC3107240200.00IYM0000.05NA ,ALARK,C,200.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.0,103.98,0.0,15.29
2791,LRIAZ.V,ALARKC1609240100.00IYM0000.05NA ,ALARK,C,100.0,2024-09-16,0.05,F_ALARK0924,IYM,2024-07-26,0.7,114.13,14.0,16.78
2792,LRIBA.V,ALARKC1609240120.00IYM0000.05NA ,ALARK,C,120.0,2024-09-16,0.05,F_ALARK0924,IYM,2024-07-26,0.21,114.13,4.2,16.78
2793,LRIBB.V,ALARKC1609240130.00IYM0000.05NA ,ALARK,C,130.0,2024-09-16,0.05,F_ALARK0924,IYM,2024-07-26,0.14,114.13,2.8,16.78
2794,LRIBC.V,ALARKC1609240150.00IYM0000.05NA ,ALARK,C,150.0,2024-09-16,0.05,F_ALARK0924,IYM,2024-07-26,0.0,114.13,0.0,16.78
2795,LRIBD.V,ALARKC1609240180.00IYM0000.05NA ,ALARK,C,180.0,2024-09-16,0.05,F_ALARK0924,IYM,2024-07-26,0.0,114.13,0.0,16.78
2796,LRIBE.V,ALARKC3009240110.00IYM0000.05NA ,ALARK,C,110.0,2024-09-30,0.05,F_ALARK0924,IYM,2024-07-26,0.48,114.13,9.6,16.78
2797,LRIBF.V,ALARKC3009240120.00IYM0000.05NA ,ALARK,C,120.0,2024-09-30,0.05,F_ALARK0924,IYM,2024-07-26,0.29,114.13,5.8,16.78
2798,LRIBG.V,ALARKC3009240130.00IYM0000.05NA ,ALARK,C,130.0,2024-09-30,0.05,F_ALARK0924,IYM,2024-07-26,0.2,114.13,4.0,16.78
2799,LRIBH.V,ALARKC3009240150.00IYM0000.05NA ,ALARK,C,150.0,2024-09-30,0.05,F_ALARK0924,IYM,2024-07-26,0.0,114.13,0.0,16.78
2800,LRIBI.V,ALARKC3009240180.00IYM0000.05NA ,ALARK,C,180.0,2024-09-30,0.05,F_ALARK0924,IYM,2024-07-26,0.0,114.13,0.0,16.78
2801,LRIPU.V,ALARKP3107240130.00IYM0000.05NA ,ALARK,P,130.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.0,103.98,0.0,15.29
2802,LRIPV.V,ALARKP3107240120.00IYM0000.05NA ,ALARK,P,120.0,2024-07-31,0.05,F_ALARK0724,IYM,2024-07-26,0.0,103.98,0.0,15.29
